Datetime,Open,High,Low,Close,Adj Close,Volume
2022-05-27 11:05:00-04:00,130.4199981689453,130.5800018310547,130.3699951171875,130.41000366210938,130.41000366210938,143714
2022-05-27 11:10:00-04:00,130.42999267578125,130.72000122070312,130.38999938964844,130.6468963623047,130.6468963623047,89863
2022-05-27 11:15:00-04:00,130.6199951171875,130.80999755859375,130.60000610351562,130.65499877929688,130.65499877929688,134420
2022-05-27 11:20:00-04:00,130.65499877929688,130.65499877929688,130.42999267578125,130.44000244140625,130.44000244140625,85409
2022-05-27 11:25:00-04:00,130.44000244140625,130.61000061035156,130.35000610351562,130.595703125,130.595703125,88618
2022-05-27 11:30:00-04:00,130.5850067138672,130.60000610351562,130.3300018310547,130.36000061035156,130.36000061035156,81761
2022-05-27 11:35:00-04:00,130.35000610351562,130.44000244140625,130.16000366210938,130.22999572753906,130.22999572753906,100816
2022-05-27 11:40:00-04:00,130.22000122070312,130.50999450683594,130.13999938964844,130.3800048828125,130.3800048828125,88882
2022-05-27 11:45:00-04:00,130.38999938964844,130.53990173339844,130.35000610351562,130.42010498046875,130.42010498046875,53865
2022-05-27 11:50:00-04:00,130.42999267578125,130.57009887695312,130.3800048828125,130.50999450683594,130.50999450683594,52584
2022-05-27 11:55:00-04:00,130.50999450683594,130.58999633789062,130.4600067138672,130.52999877929688,130.52999877929688,50053
2022-05-27 12:00:00-04:00,130.52999877929688,130.62100219726562,130.49000549316406,130.5699005126953,130.5699005126953,54072
2022-05-27 12:05:00-04:00,130.55389404296875,130.55389404296875,130.4250030517578,130.5,130.5,90737
2022-05-27 12:10:00-04:00,130.5,130.5800018310547,130.47999572753906,130.5399932861328,130.5399932861328,63354
2022-05-27 12:15:00-04:00,130.52999877929688,130.55999755859375,130.39999389648438,130.5,130.5,81744
2022-05-27 12:20:00-04:00,130.5,130.60000610351562,130.39010620117188,130.39010620117188,130.39010620117188,70220
2022-05-27 12:25:00-04:00,130.38999938964844,130.4199981689453,130.33999633789062,130.41000366210938,130.41000366210938,63118
2022-05-27 12:30:00-04:00,130.4199981689453,130.4600067138672,130.33999633789062,130.36000061035156,130.36000061035156,40484
2022-05-27 12:35:00-04:00,130.35000610351562,130.47999572753906,130.30999755859375,130.42999267578125,130.42999267578125,41885
2022-05-27 12:40:00-04:00,130.43499755859375,130.5399932861328,130.375,130.52499389648438,130.52499389648438,63463
2022-05-27 12:45:00-04:00,130.52499389648438,130.52999877929688,130.39280700683594,130.39999389648438,130.39999389648438,69074
2022-05-27 12:50:00-04:00,130.40609741210938,130.47000122070312,130.35000610351562,130.4499969482422,130.4499969482422,39976
2022-05-27 12:55:00-04:00,130.44520568847656,130.47999572753906,130.3699951171875,130.38999938964844,130.38999938964844,44516
2022-05-27 13:00:00-04:00,130.38999938964844,130.4600067138672,130.32000732421875,130.39500427246094,130.39500427246094,55964
2022-05-27 13:05:00-04:00,130.39500427246094,130.44000244140625,130.33999633789062,130.42999267578125,130.42999267578125,36076
2022-05-27 13:10:00-04:00,130.4398956298828,130.4600067138672,130.31500244140625,130.35000610351562,130.35000610351562,43460
2022-05-27 13:15:00-04:00,130.35000610351562,130.3699951171875,130.25999450683594,130.34500122070312,130.34500122070312,50663
2022-05-27 13:20:00-04:00,130.3300018310547,130.33999633789062,130.1699981689453,130.2100067138672,130.2100067138672,39966
2022-05-27 13:25:00-04:00,130.1999969482422,130.24000549316406,130.10000610351562,130.23500061035156,130.23500061035156,59403
2022-05-27 13:30:00-04:00,130.24000549316406,130.3199005126953,130.24000549316406,130.25,130.25,45588
2022-05-27 13:35:00-04:00,130.2449951171875,130.32000732421875,130.1999969482422,130.24000549316406,130.24000549316406,58074
2022-05-27 13:40:00-04:00,130.22569274902344,130.27000427246094,130.14999389648438,130.16000366210938,130.16000366210938,51225
2022-05-27 13:45:00-04:00,130.14999389648438,130.19239807128906,130.07000732421875,130.13999938964844,130.13999938964844,63992
2022-05-27 13:50:00-04:00,130.1300048828125,130.14999389648438,130.02000427246094,130.0399932861328,130.0399932861328,62279
2022-05-27 13:55:00-04:00,130.0500030517578,130.27000427246094,129.99000549316406,130.27000427246094,130.27000427246094,89318
2022-05-27 14:00:00-04:00,130.27999877929688,130.3000030517578,130.17999267578125,130.27000427246094,130.27000427246094,69308
2022-05-27 14:05:00-04:00,130.25999450683594,130.3800048828125,130.19000244140625,130.3800048828125,130.3800048828125,40941
2022-05-27 14:10:00-04:00,130.3800048828125,130.40499877929688,130.3000030517578,130.35499572753906,130.35499572753906,66655
2022-05-27 14:15:00-04:00,130.35000610351562,130.49000549316406,130.30999755859375,130.49000549316406,130.49000549316406,43525
2022-05-27 14:20:00-04:00,130.47999572753906,130.55999755859375,130.4600067138672,130.55499267578125,130.55499267578125,58449
2022-05-27 14:25:00-04:00,130.55499267578125,130.63999938964844,130.5399932861328,130.63999938964844,130.63999938964844,59298
2022-05-27 14:30:00-04:00,130.63999938964844,130.72000122070312,130.6300048828125,130.7100067138672,130.7100067138672,84456
2022-05-27 14:35:00-04:00,130.6999969482422,130.6999969482422,130.47999572753906,130.52499389648438,130.52499389648438,123117
2022-05-27 14:40:00-04:00,130.5399932861328,130.5399932861328,130.3800048828125,130.44000244140625,130.44000244140625,84693
2022-05-27 14:45:00-04:00,130.4499969482422,130.52000427246094,130.44000244140625,130.50999450683594,130.50999450683594,65405
2022-05-27 14:50:00-04:00,130.51499938964844,130.51980590820312,130.35000610351562,130.42999267578125,130.42999267578125,117328
2022-05-27 14:55:00-04:00,130.44000244140625,130.55999755859375,130.41000366210938,130.52999877929688,130.52999877929688,95795
2022-05-27 15:00:00-04:00,130.5399932861328,130.6468963623047,130.41000366210938,130.6300048828125,130.6300048828125,155601
2022-05-27 15:05:00-04:00,130.62640380859375,130.92999267578125,130.58999633789062,130.9149932861328,130.9149932861328,198569
2022-05-27 15:10:00-04:00,130.92010498046875,130.92999267578125,130.7899932861328,130.83999633789062,130.83999633789062,106857
2022-05-27 15:15:00-04:00,130.85000610351562,130.9149932861328,130.7899932861328,130.89999389648438,130.89999389648438,81361
2022-05-27 15:20:00-04:00,130.9199981689453,130.97999572753906,130.84170532226562,130.97000122070312,130.97000122070312,142973
2022-05-27 15:25:00-04:00,130.97000122070312,130.97999572753906,130.86000061035156,130.8800048828125,130.8800048828125,126730
2022-05-27 15:30:00-04:00,130.8800048828125,131.00999450683594,130.8300018310547,130.85000610351562,130.85000610351562,181598
2022-05-27 15:35:00-04:00,130.83999633789062,130.84500122070312,130.6699981689453,130.77999877929688,130.77999877929688,172913
2022-05-27 15:40:00-04:00,130.77999877929688,130.88999938964844,130.70010375976562,130.8699951171875,130.8699951171875,143173
2022-05-27 15:45:00-04:00,130.8800048828125,130.92999267578125,130.64999389648438,130.72000122070312,130.72000122070312,231490
2022-05-27 15:50:00-04:00,130.72999572753906,131.02499389648438,130.72000122070312,131.02499389648438,131.02499389648438,433123
2022-05-27 15:55:00-04:00,131.02000427246094,131.25999450683594,131.02000427246094,131.25,131.25,735140
2022-05-27 16:00:00-04:00,131.27000427246094,131.27000427246094,131.27000427246094,131.27000427246094,131.27000427246094,0
